titulo,precio,ubicacion,dorm,ban,sup
b'COFICO PREMIUM ',U$S 68.000, Cofico ,1,1,sin datos
b'Un Dormitorio E',U$S 75.000, Centro ,1,1,sin datos
b'DEPARTAMENTO EN',U$S 155.000, General Paz ,2,2,sin datos
b'Depto. 2 Dormit',U$S 100.000, Centro ,2,1,sin datos
b'Dpto 3 Dormitor',U$S 140.000, Centro ,3,2,sin datos
b'DUPLEX DE 3 DOR',U$S 165.000, Claros del Bosque ,3,3,sin datos
b'DEPTO. EN VENTA',U$S 50.000, Guemes ,1,1,sin datos
b'AV SANTA FE DPT',U$S 67.000, Providencia ,1,1,sin datos
b'Arguello Norte-',U$S 42.000, Arguello Norte ,2,2,sin datos
b'HERMOSO DPTO. A',U$S 75.000, Alberdi ,1,1,sin datos
b'AMPLIO BALC\xc3\x93N ',U$S 66.000, Alto Alberdi ,1,1,sin datos
b'Centro Tribunal',U$S 85.000, Alberdi ,1,1,sin datos
b'\xc3\x9aNICO DPTO EN ',U$S 190.000, Cofico ,3,3,sin datos
b'COFICO + 1 DORM',U$S 65.000, Cofico ,1,1,sin datos
b'COFICO + A ESTR',consultar, Cofico ,1,1,sin datos
b'COFICO + MEJOR ',consultar, Cofico ,1,sin datos,sin datos
b'ALTA CBA + OPOR',U$S 45.000, Alta Córdoba ,1,1,sin datos
"b'Depto 2 d,  2b '",U$S 150.000, Nueva Córdoba ,2,2,sin datos
b'DPTO 1 DORM B\xc2\xb0',U$S 90.000, Centro ,1,1,sin datos
b'DEPARTAMENTO EN',U$S 40.000,sin ubicacion,1,1,sin datos
b'Dpto 1 dorm en ',U$S 45.000, Nueva Córdoba ,1,1,sin datos
b'VENTA Alberdi 1',U$S 37.000, Alberdi ,1,1,sin datos
b'OPORTUNIDAD DE ',U$S 53.000, Centro ,1,1,sin datos
b'RETASADO! ATENC',U$S 35.000, Alberdi ,1,1,sin datos
b'ATENCION INVERS',U$S 45.000, Alta Córdoba ,1,1,sin datos
b'TOMA INMUEBLE C',U$S 60.000, Valle Cercano ,3,2,sin datos
b'UNICOS EN DOCTA',U$S 112.000, Docta Urbanización Inteligente ,3,3,sin datos
b'LIQUIDAMOS!! HE',U$S 40.000, Nueva Córdoba ,1,1,sin datos
b'INVERTI EN EL C',U$S 38.000, Centro ,1,1,sin datos
b'A ESTRENAR! DEP',U$S 50.000, General Paz ,1,1,sin datos
b'Venta Dpto un d',U$S 34.000, Alberdi ,1,1,sin datos
b'Dpto 1 dorm con',U$S 45.000, Centro ,1,1,sin datos
b'Departamento en',U$S 70.000, Nueva Córdoba ,1,1,sin datos
b'VENDO DEPARTAME',U$S 55.000, General Paz ,1,1,45
b'Nueva C\xc3\xb3rdoba ',U$S 70.000, Nueva Córdoba ,1,1,sin datos
b'Departamento en',U$S 75.000, Nueva Córdoba ,1,1,sin datos
b'VENTA ALTA CORD',U$S 49.000,sin ubicacion,1,1,sin datos
b'Departamento de',U$S 24.000, Alberdi ,1,1,sin datos
b'A ESTRENAR!! PR',U$S 31.000, Alberdi ,1,1,40
b'OPORTUNIDAD IMP',U$S 36.000, San Martin ,1,1,40
b'CENTRO  /  Depa',U$S 37.000, Centro ,1,sin datos,sin datos
b'VENTA DEPARTAME',U$S 47.000, Otro ,1,1,sin datos
b'Dpto. 2 Dorm y ',U$S 214.140, Nueva Córdoba ,2,2,sin datos
b'BARRIO GENERAL ',U$S 65.000, General Paz ,2,1,sin datos
b'CIUDAD DOCTA 2D',U$S 110.000, Docta Urbanización Inteligente ,3,2,50
b'VENTA DEPT 1 DO',U$S 60.000, General Paz ,1,1,sin datos
b'OPORTUNIDAD DEP',U$S 65.000, General Paz ,1,1,sin datos
b'Venta- Departam',U$S 60.000, General Paz ,1,1,sin datos
b'EXCELENTE DPTO ',U$S 260.000, Valle Escondido ,2,2,sin datos
b'DEPARTAMENTO EN',U$S 32.000, Centro ,1,1,sin datos
b'NVA CBA- Frente',U$S 75.000, Nueva Córdoba ,1,1,43
b'Departamento en',U$S 95.000, General Paz ,2,2,sin datos
b'DEPARTAMENTO EN',U$S 57.000, Nueva Córdoba ,2,1,sin datos
b'Departamento en',U$S 65.000, Chateau Carreras ,2,1,sin datos
b'BV. SAN JUAN Y ',U$S 50.000,sin ubicacion,1,1,sin datos
b'AV. COLON 1420 ',U$S 45.000, Alberdi ,1,sin datos,sin datos
b'Hermoso depto A',U$S 75.000, Alta Córdoba ,2,1,70
b'Venta Departame',U$S 54.999, 10 de Agosto ,1,1,99
b'Venta departame',U$S 88.000, 10 de Agosto ,2,2,99
b'Venta Departame',U$S 54.999, 10 de Agosto ,1,1,99
b'Sin Comisi\xc3\xb3n! ',U$S 23.000, Los Naranjos ,1,1,sin datos
b'Sin Comisi\xc3\xb3n! ',U$S 57.500, Residencial Santa Ana ,1,1,sin datos
b'Depto 2 dormito',U$S 145.000, Nueva Córdoba ,2,2,sin datos
b'Departamento en',U$S 35.000, Centro ,1,1,sin datos
b'Departamento en',U$S 28.800, General Paz ,1,1,sin datos
b'SE VENDE DEPART',U$S 48.000, Nueva Córdoba ,1,1,sin datos
b'Excelente PH en',U$S 59.000, Centro ,2,1,sin datos
"b'Oportunidad,  E'",U$S 20.000, Villa Alberdi ,1,1,5926
b'Excelente ubica',U$S 70.000, Providencia ,3,2,109
b'VENDE DEPARTAME',U$S 15.900, SEP ,2,1,sin datos
b'VENDO DEPARTAME',U$S 27.500, Alta Córdoba ,3,1,sin datos
b'A ESTRENAR BARR',U$S 49.000, Centro ,1,1,sin datos
b'Ca\xc3\xb1uelas Chico',U$S 160.000,sin ubicacion,3,3,sin datos
b'VENDO DEPTO- NU',U$S 160.000, Nueva Córdoba ,3,2,110
b'B\xc2\xba GRAL PAZ VE',U$S 64.500, General Paz ,1,1,50
b'DEPARTAMENTO 1 ',U$S 49.999, General Paz ,1,2,50
b'* Departamentos',U$S 56.000, Nueva Córdoba ,1,1,sin datos
b'DEPARTAMENTO EN',U$S 89.000, Crisol Norte ,2,2,82
b'OBISPO SALGUERO',U$S 80.600, Nueva Córdoba ,1,1,sin datos
b'CARDINALES COFI',U$S 80.500, Cofico ,1,1,sin datos
b'Venta de Depto ',U$S 48.000, Centro ,1,1,sin datos
b'EXC DPTO!! BV S',consultar, Alberdi ,sin datos,sin datos,sin datos
b'EXC DPTO.!!COMP',U$S 53.000, Pueyrredon ,2,1,sin datos
b'Venta de Depto ',U$S 89.000, Nueva Córdoba ,1,1,sin datos
b'Venta de Depto ',U$S 151.000, Nueva Córdoba ,2,2,sin datos
b'Venta de D\xc3\xbaple',U$S 150.000, Nueva Córdoba ,1,2,sin datos
b'Venta de amplio',U$S 125.000, Nueva Córdoba ,1,2,sin datos
b'OPERA LUXURY  /',consultar,sin ubicacion,1,1,60
b'Venta de Depto ',U$S 51.000, Alberdi ,1,1,sin datos
b'Vendo departame',U$S 38.000, Marq. de Sobremonte ,2,1,65
b'Venta de Depto ',U$S 48.000, Cofico ,1,1,sin datos
b'UARA- 2 DORMITO',U$S 90.000, Nueva Córdoba ,2,1,sin datos
b'Venta de depto ',U$S 75.000, Alta Córdoba ,2,2,sin datos
b'Venta de depto ',U$S 55.000, Guemes ,1,1,sin datos
b'Vende departame',U$S 85.000, Balcones del Chateu ,3,1,99
b'OPERA LUXURY VE',U$S 175.000, Las Rosas ,2,2,83
b'VENTA DEPTO 2\xc2\xb0',U$S 45.000, Alberdi ,1,1,41
b'VENTA DEPTO 2\xc2\xb0',U$S 65.000, Alta Córdoba ,2,1,78
b'VENTA DEPTO 1\xc2\xb0',U$S 45.000, Alta Córdoba ,1,1,45
b'VENTA HERMOSO D',U$S 35.000, San Martin ,1,1,48
b'VENTA DEPTO PB-',U$S 46.000, Alta Córdoba ,1,1,45
b'VENTA DEPTO ECO',U$S 23.000, San Vicente ,1,1,45
b'VENTA DUPLEX TE',U$S 139.000, Terrazas de Manantiales ,3,3,sin datos
b'Venta DEPARTAME',U$S 65.000, Alto Alberdi ,2,1,sin datos
b'DEPARTAMENTO 3 ',U$S 28.000, Alto Alberdi ,3,1,sin datos
b'DUPLEX A REFACC',U$S 19.900, Alto Alberdi ,2,1,sin datos
b'VENTA Departame',U$S 23.000, Los Naranjos ,1,1,sin datos
b'Venta en Gral P',U$S 110.000,sin ubicacion,1,1,sin datos
b'Venta 1 dorm. C',U$S 60.000, Nueva Córdoba ,1,sin datos,sin datos
b'DPTO EN VENTA- ',U$S 45.000, Nueva Córdoba ,1,1,sin datos
b'Venta dpto 1 do',U$S 60.000, Nueva Córdoba ,1,sin datos,sin datos
b'DPTO EN ALQUILE',U$S 65.000, Alberdi ,3,1,sin datos
b'Departamento Do',U$S 70.000, Nueva Córdoba ,2,1,sin datos
b'OPORTUNIDAD! De',U$S 55.000, Alberdi ,2,sin datos,sin datos
b'Departamento ti',U$S 65.000, Nueva Córdoba ,1,1,sin datos
b'Venta DUPLEX en',U$S 135.000, Manantiales ,3,3,sin datos
b'Venta DUPLEX en',U$S 139.000, Manantiales ,3,3,sin datos
b'Venta Departame',U$S 65.000, Colón ,1,1,sin datos
b'Venta Departame',U$S 65.000, Colón ,3,1,sin datos
b'Depto de 4 dorm',U$S 500.000, Nueva Córdoba ,4,4,sin datos
b'Vendo dpto de 1',U$S 40.000, San Vicente ,1,1,46
b'MONOAMBIENTE EN',U$S 33.000, Nueva Córdoba ,Monoambiente,1,sin datos
b'Departamento pl',U$S 37.000, Centro ,Monoambiente,1,37
b'Nva Cba a mts d',U$S 60.000, Nueva Córdoba ,1,1,40
b'VENTA DEPARTAME',U$S 38.000, Alberdi ,1,1,45
b'VENTA DEPTO 1 D',U$S 47.000, Alta Córdoba ,1,1,41
b'VENTA DEPTO 1 D',U$S 38.000, Alberdi ,1,1,sin datos
b'VENTA DEPTO 1 D',U$S 52.000, General Paz ,1,1,50
b'VENTA DEPARTAME',U$S 67.000, General Paz ,1,1,52
b'VENTA DEPARTAME',U$S 52.000, Nueva Córdoba ,1,1,sin datos
b'VENTA DEPARTAME',U$S 100.000, Nueva Córdoba ,2,2,80
b'VENTA DEPARTAME',U$S 49.500, Nueva Córdoba ,1,1,38
b'VENTA DEPARTAME',U$S 65.000, General Paz ,1,1,50
b'VENTA HERMOSO D',U$S 118.000, General Paz ,2,2,98
b'VENTA DEPARTAME',U$S 49.000, General Paz ,1,1,sin datos
b'VENTA DEPARTAME',U$S 82.000, Cofico ,2,1,sin datos
b'VENTA DPTO 1 DO',U$S 58.000, Nueva Córdoba ,1,1,40
b'VENTA DEPARTAME',U$S 85.000, Cofico ,2,1,55
b'VENDO SEMI-PISO',U$S 97.000, General Paz ,2,2,75
b'Nueva C\xc3\xb3rdoba ',U$S 115.000, Nueva Córdoba ,1,1,75
b'PRADOS DE MANAN',U$S 115.000, Prados de Manantiales ,3,3,sin datos
b'Depto 1 Dormito',U$S 46.000, Centro ,1,1,sin datos
b'Vendo Departame',U$S 22.700, San Vicente ,1,1,sin datos
b'DEPARTAMENTO EN',U$S 42.000, Centro ,1,1,sin datos
b'A ESTRENAR.....',U$S 46.000, Providencia ,1,1,sin datos
b'Departamento Co',U$S 55.000, Centro ,1,1,sin datos
b'EXCELENTE UBICA',U$S 100.000, Nueva Córdoba ,2,1,sin datos
b'VENTA DEPTO UN ',U$S 77.500, Nueva Córdoba ,1,1,sin datos
b'EXCELENTE INVER',U$S 50.000, General Paz ,1,1,sin datos
b'Venta Sin Comis',U$S 47.000, Residencial Santa Ana ,1,1,sin datos
b'Venta Sin Comis',U$S 23.500, Residencial Santa Ana ,1,1,sin datos
b'Departamento 2 ',U$S 47.000, Alto Alberdi ,2,1,sin datos
b'ADM INMOB. VEND',U$S 52.000, Alberdi ,1,1,46
b'EXCELENTE UBICA',U$S 90.000, Nueva Córdoba ,1,1,sin datos
b'DUPLEX PADRE CL',U$S 115.000, Padre Claret ,2,2,sin datos
b'SONOMA 4 VENTA ',U$S 68.000, General Paz ,1,sin datos,48
b'SE VENDE UN DOR',U$S 43.000, Centro ,1,1,sin datos
b'B\xc2\xb0 PROVIDENCIA',U$S 48.000, Providencia ,1,1,40
b'VENTA NUEVA COR',U$S 160.000, Nueva Córdoba ,2,2,264
b'HERMOSO DPTO 2 ',U$S 79.000, Balcones del Chateu ,2,1,80
b'Venta DEPARTAME',U$S 45.000, Las Palmas ,2,1,sin datos
b'EXCELENTE OPORT',U$S 45.000, Alberdi ,1,1,58
b'Venta DUPLEX en',U$S 140.000, Otro ,3,3,sin datos
b'DPTO EN VENTA C',U$S 28.000, Alberdi ,1,1,sin datos
b'Urca- Depto en ',U$S 100.000, Urca ,3,1,sin datos
b'Dpto 1 dorm en ',U$S 52.500, Nueva Córdoba ,1,1,sin datos
b'CASONAS DE LOS ',U$S 180.000, Manantiales ,3,2,sin datos
b'Dpto 2 dorm zon',U$S 95.000, Nueva Córdoba ,2,1,sin datos
b'VENTA DPTO 1 DO',U$S 42.500, San Martin ,1,1,sin datos
b'General paz dpt',U$S 60.000, General Paz ,1,1,65
b'Dpto 1 dorm zon',U$S 80.000, Nueva Córdoba ,1,1,sin datos
b'APPTO CREDITO B',U$S 41.000, San Martin Norte ,2,1,67
b'SEMIPISO 3 DORM',U$S 168.000, Nueva Córdoba ,3,3,sin datos
b'COMPLEJO MIRACI',U$S 200.000, Centro ,2,2,sin datos
b'SIN EXPENSAS!! ',U$S 25.000, Alberdi ,1,1,sin datos
b'B\xc2\xba GRAL. PAZ 1',U$S 85.000, General Paz ,2,1,sin datos
b'DPTO. 2 DORMITO',U$S 94.000, Alto Alberdi ,2,1,sin datos
b'B\xc2\xb0 ALBERDI PLA',U$S 36.000, Alberdi ,1,1,sin datos
b'Retasado!!! Ent',U$S 36.000, Providencia ,2,2,83
b'EXC DPTO.!! 2 D',U$S 45.000, San Martin Norte ,2,1,sin datos
b'DPTO 1 DORM.!!!',U$S 36.000, General Paz ,1,1,sin datos
b'DPTO 1 DOR ZONA',U$S 35.000, Centro ,1,1,sin datos
b'CENTRO (RIVERA ',U$S 390.000, Centro ,4,4,sin datos
b'Oportunidad Inv',U$S 45.000, Cofico ,1,1,63
b'Dpto 1 dorm a e',U$S 42.000, Pueyrredon ,1,1,sin datos
b'Venta- Semipiso',U$S 93.000, Nueva Córdoba ,3,2,sin datos
b'VENTA DEPARTATM',U$S 64.000, Nueva Córdoba ,1,1,sin datos
b'OPORTUNIDAD!!! ',U$S 59.000, Otro ,2,1,sin datos
b'Depto Venta sob',U$S 80.000, Observatorio ,3,1,sin datos
b'Departamento en',U$S 54.700, General Paz ,2,2,sin datos
b'Invert\xc3\xad en tu ',U$S 26.775, Nueva Córdoba ,1,1,sin datos
b'Departamento en',U$S 57.100, General Paz ,1,1,sin datos
b'Invert\xc3\xad en Bar',U$S 31.670, General Paz ,1,1,sin datos
b'EXC DPTO EN NVA',U$S 190.000, Nueva Córdoba ,3,2,sin datos
b'DEPARTAMENTO EN',consultar, Guemes ,1,1,sin datos
b'ALTA C\xc3\x93RDOBA: ',U$S 35.000, Alta Córdoba ,1,1,40
b'VENDO Dpto c / ',U$S 70.000, Teodoro Felds ,1,1,60
b'VENDO Dpto en C',U$S 70.000, Primero de Mayo ,1,1,60
b'VENTA DUPLEX EN',U$S 89.000,sin ubicacion,3,2,sin datos
b'Venta a estrena',U$S 115.000, Manantiales ,3,sin datos,sin datos
b'DEPARTAMENTO 1 ',U$S 38.000, Alto Alberdi ,1,sin datos,sin datos
b'LIQUIDO DUPLEX ',U$S 21.000, SEP ,3,2,85
b'DPTO EN VENTA 1',U$S 59.999, Cofico ,1,sin datos,48
b'VENTA DUPLEX SA',U$S 89.000, San Ignacio Village ,2,2,sin datos
"b'VENDO,  B\xc2\xba OBS'",consultar, Observatorio ,1,1,40
b'DEPARTAMENTO 3 ',U$S 65.000, Alberdi ,3,1,sin datos
b'Dpto en Nva C\xc3\xb3',U$S 159.000, Nueva Córdoba ,2,2,80
b'NUEVA CORDOBA- ',consultar, Nueva Córdoba ,2,1,sin datos
b'OPORTUNIDAD IVE',U$S 27.000, Providencia ,1,1,sin datos
b'En Venta- 1 Dor',U$S 61.000, Nueva Córdoba ,1,1,sin datos
b'LIVETTE  /  /  ',consultar, Chateau Carreras ,2,2,sin datos
b'En Venta- 1 Dor',U$S 43.000, Otro ,1,1,sin datos
b'Oportunidad inv',U$S 75.000,sin ubicacion,2,+,450
b'HERMOSO DUPLEX ',U$S 129.000, Manantiales ,2,2,sin datos
b'HERMOSO DUPLEX ',U$S 155.000, Manantiales ,3,2,sin datos
b'ESPECTACULAR!!!',U$S 155.000, Valle Escondido ,2,2,sin datos
b'Departamento en',U$S 53.000, Centro ,2,1,sin datos
b'Venta DEPARTAME',U$S 42.000, Cáceres ,1,1,sin datos
b'SE VENDE Depart',consultar, Centro ,1,1,sin datos
b'Zona Tribunales',U$S 79.000, Centro ,2,1,52
b'Venta DUPLEX pr',U$S 145.000, Jardín Claret ,3,3,sin datos
b'MUY LINDO Y AMP',U$S 58.000, Centro ,2,1,sin datos
b'DEPTO B\xc2\xba PUEYR',U$S 35.000, Pueyrredon ,2,1,55
b'D\xc3\xbaplex a estre',U$S 110.000, Riberas de Manantiales ,3,3,sin datos
b'Olmos y San Mar',U$S 150.000, Centro ,4,2,260
b'Grupo Tres Torr',U$S 175.000,sin ubicacion,3,3,sin datos
b'DEPARTAMENTOS E',U$S 35.000, Nueva Córdoba ,1,1,sin datos
b'CENTRO (FIGUERO',U$S 66.000, Centro ,3,2,sin datos
b'Venta Nueva Cor',U$S 47.000, Nueva Córdoba ,1,1,48
b'En VENTA B\xc2\xaa Sa',U$S 37.000, San Martin ,1,1,sin datos
b'Se Vende depto ',U$S 139.000, General Paz ,1,1,sin datos
b'Imperdible en A',U$S 60.000, Alta Córdoba ,2,1,62
b'Venta Departame',U$S 56.200, Centro ,2,2,70
b'Venta departame',U$S 78.000, Otro ,3,2,sin datos
b'Se vende depart',U$S 36.200, Otro ,1,1,sin datos
b'EXCLUSIVO PENT-',U$S 179.000, General Paz ,1,1,sin datos
b'Se Vende Depart',U$S 80.000, Centro ,2,2,sin datos
b'Duplex estrenar',U$S 70.000, Valle Cercano ,2,2,sin datos
b'DEPARTAMENTO EN',U$S 55.000, Nueva Córdoba ,1,1,sin datos
b'VENDO EXCELENTE',U$S 75.000,sin ubicacion,1,1,44
b'VENDO DEPARTAME',U$S 42.000, Alto Alberdi ,1,1,51
b'VENDO DPTO 1 DO',U$S 30.000, Alto General Paz ,1,1,40
b'VILLASOL 3 DORM',U$S 105.000, Primero de Mayo ,3,2,96
b'DEPARTAMENTO 1 ',U$S 49.000, General Paz ,1,1,45
b'DEPARTAMENTO 1 ',U$S 49.000, General Paz ,1,1,45
b'AV COLON 1 DORM',U$S 49.000, Alto Alberdi ,1,1,50
b'VENTA departame',U$S 60.000, Nueva Córdoba ,1,1,48
b'VENDO DPTO DE 1',U$S 50.000, Nueva Córdoba ,1,1,40
b'Vendo departame',U$S 60.000, Centro ,2,1,sin datos
b'Oportunidad!! N',consultar, Nueva Córdoba ,2,2,75
b'SEMI-PISO MILEN',U$S 860.000, Alto Verde ,4,3,sin datos
b'Depto. Venta 3 ',U$S 90.000, Nueva Córdoba ,3,2,95
b'Oportunidad Ven',U$S 40.000, Alto Alberdi ,1,1,sin datos
b'DEPARTAMENTO DE',U$S 80.000, Nueva Córdoba ,2,1,sin datos
b'VENDO HERMOSO D',U$S 22.000, Ejercito Argentino ,2,1,1
b'Departamento en',U$S 44.500, Nueva Córdoba ,sin datos,sin datos,sin datos
b'Se vende Depart',U$S 25.000,sin ubicacion,2,1,sin datos
b'Departamento En',U$S 45.000, Centro ,1,1,sin datos
b'Alberdi 2 dormi',U$S 33.000, Alberdi ,2,1,39
b'Dpto 1 dorm Gra',U$S 89.000, General Paz ,1,1,55
b'VENDO DPTO 2 DO',U$S 69.000, Alberdi ,2,1,sin datos
b'Due\xc3\xb1o vende de',U$S 55.000, Alto Alberdi ,1,1,52
b'Departamento Mo',U$S 27.000, Centro ,Monoambiente,1,sin datos
b'DPTO EN VENTA A',U$S 50.000, Las Palmas ,2,1,1
b'OPORTUNIDAD DPT',U$S 65.000, Nueva Córdoba ,2,sin datos,sin datos
b'DPTO CATEGORIA ',U$S 150.000, Centro ,3,3,1
b'Vendo Duplex 3 ',U$S 89.000, Jardín ,3,2,sin datos
b'Nueva Cordoba h',consultar, Nueva Córdoba ,2,2,100
b'DPTO A ESTRENAR',U$S 50.900, General Paz ,1,1,45
b'Dpto en Torre D',U$S 190.000, Nueva Córdoba ,2,2,85
b'Departamento 1 ',U$S 71.600, Nueva Córdoba ,1,sin datos,sin datos
b'Duplex 3 dormit',U$S 130.000, Manantiales ,3,3,sin datos
b'Nueva Cordoba V',U$S 83.000, Nueva Córdoba ,2,1,59
b'DUPLEX EN VENTA',U$S 98.000, Arguello ,2,3,sin datos
b'CA\xc3\x91ADA Y BV SA',U$S 120.000, Centro ,4,2,sin datos
b'VENDO DPTO 2 DO',U$S 115.000, Nueva Córdoba ,2,1,sin datos
b'Departamento mo',U$S 39.000, Alto Alberdi ,1,1,sin datos
b'VENDO Dpto de u',U$S 60.000, General Paz ,1,1,sin datos
b'DEPTO EXTERNO 1',U$S 42.000, Alta Córdoba ,1,1,52
b'NUEVA C\xc3\x93RDOBA ',U$S 50.000, Nueva Córdoba ,1,1,45
b'DEPTO EXTERNO 1',U$S 41.500, Cofico ,1,1,43
b'U$$ 55.000- B\xc2\xb0',U$S 55.000, Cofico ,1,1,60
b'B\xc2\xb0 JARD\xc3\x8dN 1 D',U$S 35.000, Jardín ,1,1,40
b'SEMI PISO EN VE',consultar, Centro ,4,2,sin datos
b'Departamento 1 ',U$S 48.000, Nueva Córdoba ,1,1,sin datos
b'Monoambiente- N',U$S 45.000, Nueva Córdoba ,Monoambiente,1,25
b'DPTO EN VENTA- ',U$S 75.000, Nueva Córdoba ,1,1,sin datos
b'CATAMARCA 1255-',consultar, General Paz ,2,2,sin datos
b'DOCTA- Duplex a',U$S 95.000, Docta Urbanización Inteligente ,2,1,sin datos
b'VENTA HERMOSO D',U$S 110.000, Manantiales ,3,3,sin datos
b'VENDO DPTO 1 DO',U$S 50.000, Cofico ,1,1,sin datos
b'VENDO- depto. 1',consultar, Centro ,1,1,sin datos
b'VENDO 2 CASAS J',U$S 49.000, Parque República ,2,sin datos,1
b'Departamento en',U$S 180.000, Nueva Córdoba ,2,3,sin datos
b'Departamento 2 ',U$S 96.000, Alto Alberdi ,2,1,94
b'Departamento en',U$S 67.000,sin ubicacion,1,1,sin datos
b'NUEVA C\xc3\x93RDOBA ',U$S 95.000, Nueva Córdoba ,2,1,sin datos
b'Semi piso a la ',U$S 95.000, General Paz ,2,2,sin datos
b'Ref.- VENDO DEP',U$S 30.000, San Martin ,2,1,65
b'SE VENDE DEPART',U$S 26.000, Alberdi ,2,1,sin datos
b'SAN MART\xc3\x8dN DPT',U$S 39.000, San Martin ,2,1,66
b'San Vicente Dpt',U$S 19.000, San Vicente ,1,sin datos,35
b'OPORT VENDO PB ',U$S 47.000, Nueva Córdoba ,1,1,35
b'DPTO 1 DOR. GRA',U$S 42.000, General Paz ,1,1,sin datos
b'Departamento en',U$S 90.000, Chateau Carreras ,1,1,sin datos
b'Venta departame',U$S 99.000, Nueva Córdoba ,2,1,60
b'OPORTUNIDAD DE ',U$S 50.000, Pueyrredon ,2,1,sin datos
b'1 DORM- C / BAL',U$S 50.000, General Paz ,1,1,sin datos
b'AMPLIA TU CALID',U$S 240.000, General Belgrano ,2,2,sin datos
b'VENTA DUPLEX EN',U$S 100.000, Terrazas de Manantiales ,3,2,sin datos
b'DPTO 2 DORM- US',U$S 50.948, Docta Urbanización Inteligente ,2,2,94
b'Alto Villasol- ',U$S 59.500, Otro ,1,1,sin datos
b'DPTO 2 DORM DE ',U$S 91.700, Docta Urbanización Inteligente ,2,2,94
b'DPTO 2 DORM NUE',U$S 65.000, Nueva Córdoba ,2,1,sin datos
b'Venta DEPARTAME',U$S 49.000, General Paz ,1,1,sin datos
b'IMPERDIBLE!! NV',U$S 89.000, Nueva Córdoba ,2,1,sin datos
b'UNICO!!! 2 depa',U$S 130.000, Nueva Córdoba ,3,2,sin datos
"b'3 DOR C 2 BALC,'",U$S 150.000, Nueva Córdoba ,3,3,sin datos
b'NUEVA CORDOBA- ',U$S 80.000, Nueva Córdoba ,2,1,sin datos
b'Oferta! Oportun',U$S 68.000, Nueva Córdoba ,2,1,sin datos
b'Depto 2 dorm. N',U$S 105.000, Nueva Córdoba ,2,sin datos,sin datos
b'DEPTO. 2 DORM. ',U$S 115.000, Nueva Córdoba ,2,1,sin datos
b'OPORTUNIDAD- am',U$S 62.000, Alberdi ,2,2,sin datos
b'CASONAS DEL SUR',U$S 195.000, Ciudadela ,3,2,sin datos
b'Oportunidad!!! ',U$S 64.000, Alberdi ,2,1,sin datos
b'Oportunidad! 3 ',U$S 50.000, Alto Alberdi ,2,3,sin datos
b'General Paz Pla',U$S 69.000, General Paz ,2,1,sin datos
"b'Penthouse,  San'",U$S 95.000, Centro ,2,2,sin datos
b'Centro!! MEJOR ',U$S 50.000, Centro ,2,1,sin datos
b'LIQUIDA!!!! Ven',U$S 58.000, Nueva Córdoba ,1,1,sin datos
b'BARRIO NUEVA CO',U$S 45.000, Nueva Córdoba ,1,1,sin datos
b'NUEVA C\xc3\x93RDOBA ',U$S 50.000, Nueva Córdoba ,1,1,sin datos
b'DEPARTAMENTO EN',U$S 22.000, Panamericano ,sin datos,sin datos,sin datos
b'VENDO DEPARTAME',U$S 70.000, Guemes ,1,1,48
b'El Mejor Duplex',U$S 190.000, Greenville 2 ,3,3,175
b'VENDO Departame',U$S 34.290, Alta Córdoba ,1,1,sin datos
b'Vendo Departame',U$S 25.000, Alberdi ,2,1,60
b'OPORTUNIDAD!!',U$S 45.000, Marq. de Sobremonte ,2,1,64
b'Departamento en',U$S 23.000, Residencial Santa Ana ,1,1,sin datos
b'Due\xc3\xb1o Vende De',U$S 70.000, Alberdi ,3,2,120
b'Desarrollo en p',U$S 57.500,sin ubicacion,1,1,sin datos
b'ALQ AMPLIO DPTO',U$S 150.000, Nueva Córdoba ,2,2,sin datos
b'Due\xc3\xb1o Vende De',U$S 70.000, Alberdi ,3,2,120
b'DUE\xc3\x91O VENDE DE',U$S 25.000, Centro ,1,1,33
b'ALTA CORDOBA- D',U$S 41.000, Alta Córdoba ,1,sin datos,45
b'PILARES DE MANA',U$S 67.000, Manantiales ,1,1,sin datos
b'VENTA DPTOS A E',U$S 44.200, Centro ,1,1,sin datos
b'venta de depart',U$S 23.100,sin ubicacion,Monoambiente,1,sin datos
b'DEPARTAMENTO DE',U$S 140.000, General Paz ,2,2,sin datos
b'Venta DUPLEX en',U$S 130.000, Manantiales ,3,3,sin datos
b'A ESTRENAR.....',U$S 47.999, Providencia ,1,1,sin datos
b'Departamento de',U$S 41.900, Centro ,1,1,sin datos
b'Excelentes depa',U$S 57.500, Residencial Santa Ana ,2,2,sin datos
b'CASA DUPLEX EN ',U$S 240.000, Don Bosco ,2,2,sin datos
b'Departamento Nu',U$S 58.800, Nueva Córdoba ,1,1,sin datos
b'Departamento Nu',U$S 30.250, Nueva Córdoba ,1,1,sin datos
b'DEPARTAMENTO EN',U$S 590.000, Villa Belgrano ,4,sin datos,sin datos
b'DEPARTAMENTO-CH',U$S 650.000, Villa Belgrano ,4,sin datos,sin datos
b'NUEVA CORDOBA- ',U$S 395.000, Nueva Córdoba ,4,4,sin datos
b'CASA DUPLEX A E',U$S 145.000, Manantiales ,3,3,sin datos
b'CASA DUPLEX A E',U$S 145.000, Manantiales ,3,3,sin datos
b'CASA DUPLEX A E',U$S 145.000, Manantiales ,3,3,sin datos
